Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2016,11,Female,16,Right-Handed,157,24,16,2,Car,3,0.758,40,Athletics,800,800,400,400,1000,1000,24,Same length,80,80,Same length,April,Summer,No,No,Pizza/Pasta,Water,History,10,8,9,Yes - broadband connection,Cell phone,5,8,5,0,0,0,10,0,10,10,15,0,0,7,Some,High school,Rock and roll,Telepathy,Happy,Business person,"Arts, culture, sports"
USA,CA,2018,12,Female,16,Right-Handed,160,23,161,2,Bus,15,0.376,31,Tennis,700,600,700,700,500,500,23,Same length,65,65,Same length,October,Fall,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,10,4,,In person,8,10,10,4,25,30,10,6,4,7,17,4,0,15,Some,Undergraduate degree,Rock and roll,Invisibility,Rich,Musician or singer,"Arts, culture, sports"
USA,CA,2019,12,Male,17,Right-Handed,160,23.5,168,2,Car,45,0.191,40,Basketball,1000,1000,600,800,1000,1000,23,Right foot,72,85,Ring finger,April,Summer,Yes,No,Meat,Water,Computers and technology,7,10,5,Yes - broadband connection,Cell phone,10,110,20,1,7,4,10,13,0,5,7,0,0,0,Some,Graduate degree,Gospel,Freeze time,Happy,Relative,Religious
USA,CA,2013,10,Female,15,Right-Handed,171,26.5,180,3,Car,15,0.303,47,Other,500,700,750,700,900,950,25.5,Right foot,77.5,75,Index finger,September,Winter,Yes,No,Pizza/Pasta,Water,History,6,12,4,Yes - broadband connection,Text messaging,20,20,7,1,30,10,10,0,7,7,30,5,0,0,A lot,Graduate degree,,Fly,Rich,Sports person,Religious
USA,CA,2016,9,Female,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,12,Female,17,Right-Handed,164,23,164,2,Car,10,0.768,34,Other,900,700,800,800,500,600,23,Same length,84,80,Index finger,January,Fall,Yes,No,Breads/Sandwiches,Water,History,8,9,4,Yes - broadband connection,Text messaging,35,65,15,1,10,10,3,0,42,4,10,15,5,2,Some,Undergraduate degree,Pop,Telepathy,Happy,Other,International aid
USA,CA,2019,11,Male,17,Right-Handed,5'10,28,,2,Car,3,0.468,60,Swimming,550,500,800,500,900,1000,27,Right foot,103,90,Index finger,February,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,2,1,3,2,,8,3,1,15,1,0,1,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Healthy,Sports person,Health
USA,CA,2013,6,Male,12,Left-Handed,161,23,150,1,Car,20,0.3725,72,Soccer,0,0,0,0,1000,1000,8,Right foot,80,70,Index finger,November,Summer,No,No,Meat,Sports drink,Physical education,8,10,4,Yes - broadband connection,In person,4,3,40,2,5,3,20,15,10,5,20,15,0,0,A lot,Graduate degree,Pop,Invisibility,Famous,Relative,Religious
USA,CA,2018,12,Female,17,Right-Handed,165,25,59,1,Car,5,0.513,60,Tennis,100,100,100,100,100,100,28,Left foot,70,70,Ring finger,February,Spring,Yes,No,Fruit,Tea,Mathematics and statistics,8,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",18,20,7,3,6,5,4,0,8,5,7,10,0,6,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Healthy,Other,Health
USA,CA,2018,12,Female,17,Right-Handed,163,22,167,2,Car,5,0.522,40,Walking/Hiking,722,727,626,626,743,877,22,Same length,80,84,Ring finger,March,Fall,No,No,Fruit,Water,Science,6,7,3,Yes - broadband connection,Internet chat or instant messaging,15,23,5,0,40,15,0,10,20,10,20,10,0,7,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,Health
USA,CA,2015,10,Male,16,Right-Handed,157,27,67,4,Walk,15,0.32,54,Athletics,300,230,800,400,500,700,27,Same length,68,77,Ring finger,March,Winter,Yes,No,Rice/Noodle dishes,Water,Computers and technology,6,7,11,Yes - other,Internet chat or instant messaging,150,230,7,5,2,5,5,6,2,5,5,2,26,3,Very little,Graduate degree,Techno/Electronic,Freeze time,Happy,Relative,Health
USA,CA,2017,12,Male,16,Right-Handed,186,144,,,Car,10,0.396,60,Athletics,800,600,1000,900,100,700,,Right foot,3,3,Index finger,October,Fall,No,No,Pizza/Pasta,Water,History,6,9,4,Yes - broadband connection,Internet chat or instant messaging,100,300,4,0.5,3,5,2,2,4,3,4,1,0,4,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Other
USA,CA,2014,12,Female,17,Right-Handed,165.1,27,156,2,Car,5,0.775,40,Walking/Hiking,300,600,300,300,1000,1000,26,Right foot,70,68,Index finger,October,Winter,Yes,No,Meat,Water,Science,6,9,2,Yes - broadband connection,Text messaging,500,510,30,1,8,2,7,0,30,20,14,13,0,1,Some,Graduate degree,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2020,12,Male,17,Right-Handed,190.5,27.94,"6' 4""",2,Car,10,3.133,45,Basketball,800,850,750,750,900,10000,27.94,Same length,152.4,139.7,Index finger,February,Summer,No,No,Pizza/Pasta,Sports drink,History,10-Sep,9-Aug,4,Yes - broadband connection,Text messaging,5,4,10,6,7,5,5,5,1,0.5,4,2,25,4,Very little,Undergraduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2016,12,Female,16,Right-Handed,180,24,144,1,Car,7,,,Swimming,1000,900,1000,900,10,500,23,Right foot,80,80,Same length,September,Summer,No,No,Fruit,Water,Art,7,8,7,Yes - other,Text messaging,200,300,6,42,10,6,2,2,20,50,5,5,0,5,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,International aid
USA,CA,2014,12,Female,17,Right-Handed,172.7,24.13,182.8,2,Car,30,0.357,37,Running/Jogging,1000,1000,900,800,1000,1000,26.5,Left foot,82,80,Index finger,June,Summer,Yes,No,Desserts,Water,History,6.5,9.5,4,Yes - broadband connection,Cell phone,30,32,15,5,28,10,8,0,7,7,15,6,0,4,A lot,Undergraduate degree,Other,Freeze time,Healthy,Relative,Education/Youth development
USA,CA,2012,12,Female,18,Right-Handed,160,23,151,2,Car,10,0.6,48,Running/Jogging,500,500,500,500,1000,1000,23,Same length,60,60,Index finger,January,Winter,No,No,Seafood,Water,History,5,8,4,Yes - dial-up connection,Text messaging,50,50,5,2,15,2,1,10,10,5,10,0,4,2,Some,Graduate degree,Pop,Fly,Happy,Musician or singer,International aid
USA,CA,2015,8,Female,14,Right-Handed,157,20,157,2,Car,15,0.331,50,Gymnastics,636,1000,797,941,1000,1000,20,Same length,63,63.5,Ring finger,November,Summer,No,No,Meat,Water,Art,7,11,6,Yes - other,Text messaging,9,10,5,2,1,2,3,0,3,2,2,0,0,1,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Actor,Health
USA,CA,2015,8,Female,13,Right-Handed,166.3,66,171.4,2,Car,20,0.497,0.38,Soccer,1000,1000,1000,1000,497,497,67.3,Left foot,70,70,Same length,June,Fall,No,No,No favorite,Tea,Art,5,9,4,Yes - other,Internet chat or instant messaging,1,0,5,7,4,6,3,2,10,4,6,1,0,2,Some,Graduate degree,Other,Freeze time,Healthy,Musician or singer,Health
USA,CA,2017,7,Male,12,Right-Handed,171,26,174,2,Bicycle,15,0.287,50,,111,224,433,223,99999,99999,26,Same length,90,80,Index finger,October,Summer,No,No,Meat,Soft drink (caffeinated),Physical education,6.5,10,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,103,22,1,2,100,45,34,33,3,2.4,11,16,19.5,Some,High school,Rap/Hip hop,Invisibility,Healthy,Business person,Religious
USA,CA,2018,9,Male,15,Right-Handed,159,24,62,2,Car,10,0.323,18,Other,813,508,752,593,500,792,24,Same length,10,12,Ring finger,January,Winter,No,No,Rice/Noodle dishes,,,7,5,3,Yes - broadband connection,Internet chat or instant messaging,3,0,6,1,15,2,1,10,5,1,10,0,0,1,Some,Some college,Jazz,Freeze time,Rich,Other,Education/Youth development
USA,CA,2018,12,Female,18,Right-Handed,167,26,104,2,Bus,45,0.528,33,Basketball,882,791,957,936,358,264,27,Left foot,70,70,Same length,October,Fall,No,No,Fruit,Juice,Mathematics and statistics,7,9,10,Yes - other,Text messaging,15,10,5,1,15,5,1,2,4,1,10,0,0,15,A lot,Graduate degree,Punk rock,,Healthy,Community leader or elder,Environment
USA,CA,2012,10,Female,15,Right-Handed,167,26,167,2,Car,20,0.358,37,Soccer,300,500,650,700,800,800,25.5,Right foot,85,80,Index finger,September,Summer,Yes,No,Desserts,Water,Mathematics and statistics,9,12,6,Yes - other,Text messaging,50,50,24,0.5,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Female,17,Left-Handed,63,22,153,2,Car,28,0.356,44,Other,800,700,1000,800,500,500,22,Same length,66,71,Ring finger,March,Winter,No,No,Rice/Noodle dishes,Water,Science,6,8,5,Yes - other,Text messaging,30,30,2,1,25,20,6,10,8,3,10,5,0,3,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Doctor or nurse,Health
USA,CA,2016,12,Female,16,Right-Handed,157.5,27,120,1,Rail (Train/Tram/Subway),90,0.381,70,Skateboarding/Rollerblading,500,1000,1000,1000,0,500,27,Same length,80,70,Index finger,November,Spring,No,No,No favorite,Powdered drink,Mathematics and statistics,4,2,6,Yes - broadband connection,Text messaging,200,200,12,2,4,4,8,3,30,24,24,4,0,7,A lot,Graduate degree,Other,Freeze time,Happy,Other,Education/Youth development
USA,CA,2016,12,Male,16,Right-Handed,170,25,169,1,Car,7,0.331,47,Lacrosse,500,400,700,300,900,900,26,Left foot,7.25,7.75,Ring finger,October,Winter,Yes,No,Meat,Water,Computers and technology,4,11,4,Yes - broadband connection,Text messaging,22,52,15,2,5,20,20,5,10,5,20,5,6,4,Very little,Graduate degree,Jazz,Invisibility,Happy,Relative,"Wildlife, animals"
USA,CA,2014,12,Male,17,Right-Handed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,12,Male,17,Right-Handed,178,25,177,2,Car,10,0.365,52,Basketball,900,900,900,900,900,900,24,Right foot,11,13,Ring finger,January,Summer,No,No,Meat,Water,Computers and technology,6,6,4,Yes - dial-up connection,Cell phone,0,4,2,0,10,5,2,0,0,1,50,0,20,0,Some,Undergraduate degree,Classical,Freeze time,Rich,Business person,Education/Youth development
USA,CA,2014,12,Male,17,Right-Handed,173,24.1,177,2,Car,10,0.099,34,Soccer,1000,1000,1000,1000,500,800,24.1,Same length,76,76,Same length,December,Winter,No,No,Pizza/Pasta,Milk,Music,7,9,4,Yes - other,,101,100,3,1,2,5,5,1,2,1,2,1,0,2,Some,Graduate degree,Techno/Electronic,Fly,Healthy,Musician or singer,"Arts, culture, sports"
USA,CA,2020,12,Male,17,Right-Handed,5’7,26,175.6,2,Car,10,0.73,65,Basketball,900,800,800,800,990,999,26,Same length,,,Ring finger,June,Summer,No,No,Seafood,Water,Physical education,8,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,90,50,80,10,90,50,30,100,40,100,30,0,20,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Sports person,International aid
USA,CA,2013,12,Female,17,Right-Handed,162.5,23.36,167.6,1,Car,4,0.685,58,Swimming,1000,1000,1000,1000,1000,1000,22.6,Right foot,83.82,76.2,Index finger,June,Summer,Yes,No,Salads,Water,Science,8.5,10.5,4,Yes - other,In person,141,201,40,1,7,7,7,0,3,100,0.5,2,0,0.5,,,,,,,
USA,CA,2014,12,Male,17,Right-Handed,167.6,28,170,3,Car,15,0.894,34,Soccer,500,500,300,400,700,600,28,Same length,,,,January,Fall,Yes,No,Desserts,Water,Mathematics and statistics,6,8,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,12,Male,22,Right-Handed,5.6,9.5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Male,16,Right-Handed,180.5,27,165,1,Car,15,0.27,47,Basketball,1000,305,1000,572,1000,1000,27,Same length,11,6,Ring finger,September,Summer,No,No,Pizza/Pasta,Water,English,7,5,5,Yes - broadband connection,Text messaging,10,10,20,1,6,4,7,4,15,1,40,3,12,6,,,,,,,
USA,CA,2013,12,Male,17,Right-Handed,180,26,165,2,Walk,8,0.29,43,Other,759,567,561,481,765,781,26,Same length,74,77,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Coffee,History,4,8,5,Yes - broadband connection,In person,25,25,26,4,9,15,5,2,15,3,21,0,0,1,Some,Graduate degree,Other,Freeze time,Happy,Religious figure,Religious
USA,CA,2015,12,Male,17,Right-Handed,180,25,180,2,Bus,25,0.292,35,None,800,500,800,800,1000,1000,25,Same length,75,75,Same length,May,Summer,No,No,No favorite,Water,Computers and technology,6,9,6,Yes - broadband connection,Text messaging,100,100,5,0,10,2,1,10,1,10,10,0,0,1,A lot,Graduate degree,Classical,Freeze time,Healthy,Other,Education/Youth development
USA,CA,2013,12,Male,16,Right-Handed,170.1,23,180.3,2,Bus,30,0.878,43,Baseball/Softball,1000,1000,1000,1000,0,1000,23,Same length,0.063,0.057,Index finger,June,Winter,Yes,No,No favorite,Water,Mathematics and statistics,8,12,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,21,0,21,15,7,14,14,21,7,14,0,1,Some,Graduate degree,Other,Fly,Happy,Sports person,Health
USA,CA,2019,12,Male,17,Right-Handed,185,27,192,2,Walk,15,0.587,53,Basketball,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Male,16,Right-Handed,181,27.5,180,2,Car,20,0.3,0,Tennis,10000,10000,10000,10000,10000,10000,27.5,Same length,189,189,Same length,November,Fall,No,No,Meat,Water,Social studies,6,12,3,Yes - broadband connection,Text messaging,20,1,8,0,25,10,10,10,0,2,30,0,0,0,A lot,Undergraduate degree,Other,Telepathy,Happy,Sports person,Environment
USA,CA,2015,12,Male,17,Left-Handed,194,29,190,1,Car,5,0.594,51,Football (American),900,700,950,600,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Female,18,Right-Handed,160,24,154,2,Car,30,0.913,52,Baseball/Softball,600,200,1000,1000,100,1000,25,Left foot,90,80,Ring finger,April,Spring,No,Yes,Meat,Water,Physical education,5,9,4,Yes - other,Text messaging,100,125,10,2,14,9,10,0,5,24,40,0,0,21,A lot,Graduate degree,Rap/Hip hop,Invisibility,Famous,Relative,Health
USA,CA,2020,12,Male,17,Right-Handed,177.8,28.6,182.9,1,Car,10,0.326,45,Basketball,668,615,636,850,882,941,28.4,Right foot,152,151,Index finger,September,Winter,No,No,Meat,Water,Physical education,8,6,7,Yes - broadband connection,In person,100,200,20,30,4,10,12,35,18,2,80,23,25,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,"Arts, culture, sports"
USA,CA,2018,12,Female,18,Left-Handed,159,22,53,2,Bus,45,0.894,69,Walking/Hiking,1000,100,1000,100,0,1000,22,Same length,7,7,Same length,February,Winter,No,No,Meat,Water,History,,9,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",9,10,8,0,2,3,1,0,1,8,1,1,0,3,Some,High school,Pop,Telepathy,Healthy,Other,"Wildlife, animals"
USA,CA,2018,12,Female,17,Right-Handed,154,22,148,1,Car,5,0.416,34,Soccer,952,936,941,850,500,590,23,Left foot,63,69,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,7,3,Yes - other,Text messaging,20,100,5,0.5,7,3,8,1,7,2,8,4,2,3,A lot,Graduate degree,Other,Invisibility,Happy,Community leader or elder,Health
USA,CA,2015,12,Female,16,Right-Handed,160,22,158,2,Car,15,0.373,43,Dancing,800,400,600,900,200,500,22,Same length,59,59,Same length,September,Winter,No,No,Desserts,Water,History,8,8,4,Yes - broadband connection,In person,31,38,2,0.2,10,5,8,0,5,2,10,2,0,1,Some,Undergraduate degree,Other,Telepathy,Healthy,Relative,International aid
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2018,8,Female,13,Right-Handed,152,23,152,1,Car,4,0.368,52,Tennis,1000,1000,1000,700,1,5,23,Same length,72,62,Index finger,June,Spring,No,No,No favorite,Water,History,7,9,3,Yes - broadband connection,Internet chat or instant messaging,20,8,143,5,12,50,15,0,8,900,168,4,1,0.5,Some,Other,Pop,Freeze time,Happy,Sports person,International aid
USA,CA,2016,12,Female,17,Right-Handed,154.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Female,17,Right-Handed,149,15.24,151,2,Car,10,7.6,52,Dancing,900,900,900,800,700,700,15.4,Same length,1100,70,Index finger,March,Fall,Yes,No,Seafood,Water,English,6,7,6,Yes - other,Other,50,50,5,17,5,3,1,5,20,20,20,5,14,4,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,Education/Youth development
USA,CA,2017,12,Male,17,Right-Handed,153,152,150,1,Bus,15,0.406,58,Swimming,1000,1000,900,500,200,900,151,Right foot,60,65,Ring finger,December,Winter,Yes,No,Meat,Water,History,6,9,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,30,35,0,20,0.5,1,0,3,1,10,4,0,18,Some,Graduate degree,Techno/Electronic,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,CA,2020,12,Male,16,Left-Handed,172,24,178,3,Car,20,0.242,35,Basketball,100,100,500,700,900,1000,24,Same length,60,70,Ring finger,March,Fall,Yes,No,No favorite,Water,Mathematics and statistics,6,9,3,Yes - broadband connection,In person,10,10,7,1,18,7,10,0,0,1,14,5,1,3,A lot,Graduate degree,Other,Freeze time,Healthy,Musician or singer,International aid
USA,CA,2016,12,Female,17,Right-Handed,166,23,70,2,Car,10,0.399,34,Walking/Hiking,872,674,781,920,1000,1000,23,Right foot,80,83,Ring finger,December,Fall,No,No,Desserts,Water,Mathematics and statistics,6,9,3,Yes - broadband connection,Text messaging,10,50,2,0,30,2,15,0,2,1,5,4,0,0,A lot,Graduate degree,Pop,Freeze time,Happy,Musician or singer,Education/Youth development
USA,CA,2018,9,Male,15,Right-Handed,61,23,149,2,Car,10,0.39,37,Soccer,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,5,Female,10,Right-Handed,127,19,124,2,Car,8,0.782,42,Tennis,1000,1000,500,300,20,30,19,Same length,70,60,Index finger,October,Winter,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,10,20,4,Yes - broadband connection,In person,0,0,50,1,5,10,8,0,2,0,3,2,0,1,None,Graduate degree,Country,Telepathy,Healthy,Sports person,"Wildlife, animals"
USA,CA,2014,11,Male,17,Left-Handed,168,26,168,2,Car,15,0.526,34,Other,1000,850,503,904,749,1000,26,Same length,102,102,Same length,July,Winter,No,No,Poultry,Milk,Science,7,10,5,Yes - other,Text messaging,500,480,35,1,10,20,15,0,4,48,4,15,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,Health
USA,CA,2020,12,Female,18,Right-Handed,162,22.5,160,2,Car,15,0.524,37,Gymnastics,524,412,813,615,294,476,22.5,Same length,60,60,Ring finger,June,Winter,No,No,Meat,Juice,Science,6,6,3,Yes - dial-up connection,Text messaging,5,8,3,3,34,3,0,2,2,2,10,0,0,0,A lot,Graduate degree,Pop,Fly,Happy,Sports person,Health
USA,CA,2018,8,Female,13,Right-Handed,151,22,146,1,Car,15,0.404,40,Baseball/Softball,717,417,247,658,936,797,23,Left foot,80,70,Index finger,September,Winter,Yes,No,Meat,Soft drink (caffeinated),History,9,10,3,Yes - broadband connection,Cell phone,75,80,5,2,3,2,1,70,60,4,70,7,0,3,Some,Graduate degree,Pop,Telepathy,Famous,Musician or singer,"Wildlife, animals"
USA,CA,2012,12,Female,17,Right-Handed,158,21,150,2,Car,5,0.36,0.45,Dancing,1000,500,700,700,1000,1000,21,Left foot,70,72,Same length,July,Summer,No,No,Meat,Water,Social studies,7,10,4,Yes - dial-up connection,In person,0,3,3,3,24,10,0,10,12,0,34,1,0,7,A lot,Graduate degree,Pop,Invisibility,Healthy,Business person,Health
USA,CA,2014,10,Male,16,Right-Handed,173,26,176,1,Car,12,0.93,44,Football (American),1000,1000,1000,1000,500,500,26,Same length,67,70,Ring finger,September,Winter,No,No,Meat,Water,History,7,9,6,Yes - broadband connection,Text messaging,500,500,8,1,10,15,15,1,0,2,2,3,0,1,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2019,12,Female,16,Right-Handed,169,25,174,2,Car,10,0.436,8,Dancing,10,10,10,10,0,5,25,Right foot,7,70,Ring finger,November,Summer,No,Yes,No favorite,Water,Mathematics and statistics,9,8,4,Yes - broadband connection,Text messaging,100,100,2,3,7,15,2,0,15,20,7,10,0,4,Some,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Relative,Health
USA,CA,2014,7,Female,12,Right-Handed,167,24,167,2,Bicycle,24,0.421,43,Soccer,834,738,930,925,230,289,23,Right foot,75,76,Same length,June,Summer,Yes,No,No favorite,Water,Social studies,8,10,4,Yes - broadband connection,In person,15,14,7,1,8,5,5,1,1,2,3,3,0,1,Some,Undergraduate degree,Pop,Fly,Happy,Musician or singer,Environment
USA,CA,2019,7,Female,13,Right-Handed,68,21,70,2,Car,11,0.565,71,Gymnastics,1000,1000,1000,727,973,1000,22,Left foot,8,8,Same length,November,Fall,Yes,No,Rice/Noodle dishes,Water,Science,5,8,3,Yes - broadband connection,Text messaging,8,95,2,3,7,2,4,0,1,2,5,0,1,1,A lot,Graduate degree,Pop,Telepathy,Healthy,Relative,Environment
USA,CA,2017,12,Male,18,Right-Handed,185.4,29.48,172,1,Car,30,0.472,23,Martial Arts,481,460,556,733,433,439,,,,29.46,Index finger,June,Winter,No,No,Pizza/Pasta,Water,Art,6,10,2,Yes - broadband connection,Text messaging,7,3,0,0,9,0,0,10,24,2,43,43,0,8,A lot,Graduate degree,Rock and roll,Invisibility,Happy,Relative,Environment
USA,CA,2016,9,Male,15,Ambidextrous,,,,2,Car,10,0.112,30,Dancing,1000,1000,500,500,500,1000,,Same length,,,Index finger,November,Winter,No,No,Rice/Noodle dishes,Water,History,10,2,5,Yes - other,Text messaging,200,100,1,3,2,1,1,0,2,2,4,0,0,0,Some,Graduate degree,Pop,Freeze time,Rich,Teacher,Education/Youth development
USA,CA,2013,12,Female,17,Ambidextrous,162.6,24.13,166,2,Car,4,0.343,39,Gymnastics,800,900,800,900,900,1000,24.13,Same length,80,70,Index finger,December,Summer,No,No,Desserts,Water,English,6,8,3,Yes - broadband connection,Text messaging,50,50,50,20,15,30,14,0,24,84,40,5,0,6,Some,Graduate degree,Reggae,Telepathy,Happy,Business person,International aid
USA,CA,2015,8,Female,14,Right-Handed,162.5,274.3,,2,Car,30,0.68,60,Dancing,500,1000,1000,400,2,600,274.3,Same length,,,Same length,December,Fall,Yes,No,No favorite,Water,Music,10,13,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",3,2,40,0,0,24,0,30,99,50,40,100,0,60,Some,Graduate degree,Classical,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2020,12,Female,17,Right-Handed,157.5,23,145.5,1,Car,8,0.666,46,Dancing,813,487,476,529,209,289,23,Same length,70.5,70.5,Same length,October,Winter,No,No,Desserts,Water,English,7,10,3,Yes - other,,200,300,12,98,15,8,4,0,80,5,98,8,0,10,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2012,12,Male,17,Right-Handed,173,24,113,2,Car,35,0.378,48,Table Tennis,750,750,750,750,1000,1000,24,Same length,53,53,Same length,May,Winter,Yes,No,Meat,Soft drink (caffeinated),History,7,10,4,Yes - broadband connection,Internet chat or instant messaging,8,12,12,4,24,5,8,5,5,3,36,2,0,2,A lot,Graduate degree,Techno/Electronic,Telepathy,Happy,Relative,Education/Youth development
USA,CA,2016,12,Male,16,Right-Handed,165,27.9,150,3,Bus,35,0.614,56,Other,850,750,900,950,600,700,27.9,Same length,90,93,Ring finger,November,Winter,No,No,Meat,Water,History,5,8,4,Yes - broadband connection,Text messaging,10,20,2,1,36,8,3,1,6,6,13,0,0,3,A lot,Graduate degree,Heavy metal,Super strength,Happy,Other,"Wildlife, animals"
USA,CA,2015,6,Male,12,Right-Handed,160,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,,17,Right-Handed,162,25,169,2,Car,5,0.486,52,Walking/Hiking,,,,,,,24,Same length,,,,January,Winter,Yes,No,Desserts,Water,English,7,,4,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,12,Male,17,Ambidextrous,169,24,156,2,Walk,15,0.363,43,Table Tennis,450,600,700,700,500,550,24,Same length,82,80,Index finger,October,Winter,No,No,Soups,Water,Computers and technology,6.5,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,12,6,0,21,7,2,14,7,1,14,0,0,6,Some,Graduate degree,Other,Freeze time,Healthy,Business person,International aid
USA,CA,2013,12,Female,16,Right-Handed,166,23,145,2,Bus,30,0.832,55,Dancing,1000,1000,1000,1000,200,400,24,Left foot,80,75,Index finger,June,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,8,7,Yes - other,In person,25,30,1,0,3,1,2,0,2,1,2,3,0,1,Some,Other,Pop,Telepathy,Famous,Actor,Health
USA,CA,2018,9,Male,14,Right-Handed,167.6,26,160,1,Car,10,0.417,49,Baseball/Softball,0,800,850,850,900,1000,27.5,Left foot,80,80,Same length,April,Summer,Yes,No,No favorite,Water,Physical education,7,11,3,Yes - broadband connection,Text messaging,150,150,20,,,,,,,,,,,,,,,,,,
