Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2013,12,Female,16,Right-Handed,161,23,167,1,Car,21,0.416,37,Cycling,1000,1000,1000,1000,1000,1000,23,Same length,75,77,Ring finger,November,Summer,No,No,Desserts,Water,Mathematics and statistics,6,7.5,4,Yes - broadband connection,Internet chat or instant messaging,50,60,12,1,30,4,1,1,16,9,40,3,0,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Business person,Education/Youth development
USA,CA,2018,12,Male,16,Right-Handed,171,26,177.3,2,Walk,15,0.775,60,Tennis,756,841,356,854,967,989,26,Same length,90,70,Index finger,November,Spring,Yes,No,Pizza/Pasta,Water,History,6.5,8,4,Yes - broadband connection,Text messaging,30,100,13,5,7,3,6,4,4,8,17,5,0,3,Some,Graduate degree,Rock and roll,Fly,Happy,Politician,Health
USA,CA,2019,7,Female,12,Left-Handed,173cm,20.32,68 cm,2,Car,10,0.959,37,Basketball,535,310,775,326,465,786,21cm,,7.5mm,6.5mm,Index finger,June,Summer,No,No,Pizza/Pasta,Water,Art,7,9,4,Yes - broadband connection,Telephone,50,70,6,1,3,10,7,2,8,4,4,2,1,1,Some,Graduate degree,Other,Invisibility,Happy,Actor,"Arts, culture, sports"
USA,CA,2016,4,Male,8,Right-Handed,125,19,125,1,Car,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Male,17,Right-Handed,180.3,26.5,187.9,2,Car,10,0.69,54,Football (American),,,,,,,26.5,Same length,75,75,Same length,July,Winter,No,No,Pizza/Pasta,Water,English,9,10,2,Yes - broadband connection,Text messaging,18,40,20,1,3,60,20,1,2,1,4,6,0,0,Very little,Graduate degree,Other,Freeze time,Happy,Relative,Education/Youth development
USA,CA,2015,12,Male,17,Right-Handed,166.4,26,167.7,2,Bus,24,0.315,63,Walking/Hiking,374,316,565,626,583,594,25.7,Right foot,80,75,Ring finger,November,Fall,Yes,No,Meat,Tea,Science,9,10,6,Yes - other,In person,4,6,6,1,7,16,7,8,0,1,6,9,0,14,A lot,Graduate degree,Other,Freeze time,Rich,Relative,Health
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2016,11,Male,16,Right-Handed,165,31.5,169,1,Car,5,0.278,43,Baseball/Softball,759,567,904,535,898,701,31.5,Same length,73,80,Ring finger,November,Summer,Yes,No,Meat,Energy drink,Other,7,12,4,Yes - other,In person,3,14,49,3,12,40,12,49,30,10,100,40,12,16,A lot,Graduate degree,Punk rock,Freeze time,Healthy,Relative,Health
USA,CA,2013,12,Male,16,Right-Handed,170.2,25.4,175.3,2,Car,7,0.364,32,Basketball,750,600,1000,1000,500,400,25.4,Same length,76.2,63.5,Ring finger,May,Winter,No,No,Poultry,Juice,Physical education,7,5,4,Yes - broadband connection,Cell phone,60,60,7,1,6,10,4,9,2,4,2,4,0,2,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,International aid
USA,CA,2015,6,Male,11,Ambidextrous,150,15,130,2,Car,15,0.496,58,Swimming,500,250,1000,800,1000,1000,25,Left foot,60,70,Ring finger,July,Summer,Yes,No,Meat,Soft drink (non-caffeinated),Science,8,6,5,Yes - broadband connection,Internet chat or instant messaging,1,2,5,2,4,4,1,6,0,3,1,0.5,0,4,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Teacher,Environment
USA,CA,2015,5,Female,10,Right-Handed,147,23,142,1,Car,5,664,77,Soccer,1000,457,1000,427,92,32,21,Same length,3,7,Ring finger,November,Fall,Yes,No,Pizza/Pasta,Juice,Art,9,10,5,Yes - other,In person,0,0,7,0,1,8,9,0,0,0,0,9,0,0,Some,Some college,Other,Invisibility,Famous,Teacher,"Arts, culture, sports"
USA,CA,2016,12,Female,17,Right-Handed,64,25,62,1,Car,45,0.4,35,Dancing,800,900,600,400,800,800,26,Left foot,80,79,Index finger,February,Summer,Yes,No,Rice/Noodle dishes,Water,Art,5,9,4,Yes - other,In person,56,73,11,2,25,8,0,0,6,4,10,5,0,2,A lot,Graduate degree,Rock and roll,Fly,Happy,Relative,Environment
USA,CA,2012,12,Female,17,Right-Handed,157,22,156,2,Car,14,0.58,98,Athletics,800,500,300,1000,1000,1000,21,Right foot,7,70,Same length,April,Spring,No,No,Rice/Noodle dishes,Juice,Mathematics and statistics,6,11.5,5,Yes - dial-up connection,In person,50,45,6,1,3,20,1,30,17,9,42,11,0,1,A lot,Graduate degree,Punk rock,Freeze time,Happy,Relative,Health
USA,CA,2016,12,Female,15,Right-Handed,160,25,100,2,Car,40,0.319,40,Golf,1000,300,700,600,200,300,25,Same length,90,100,Ring finger,March,Winter,Yes,No,No favorite,Water,Science,8,10,4,Yes - broadband connection,Text messaging,10,15,2,1,25,10,5,0,8,2,10,6,0,3,A lot,Graduate degree,Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2018,6,Female,11,Right-Handed,175,173,53.34,1,Car,5,0.888,41,Running/Jogging,840,840,10000,10000,10000,10000,21,Left foot,60,65,Ring finger,February,Fall,Yes,No,Rice/Noodle dishes,Other,Art,9,9,4,Yes - other,Text messaging,13,3,8,4,2,1,1,4,0,3,4,3,0,2,Some,Some college,Other,Freeze time,Healthy,Actor,"Wildlife, animals"
USA,CA,2019,12,Female,17,Right-Handed,166,25,167,1,Car,6,0.364,36,None,850,850,600,860,1000,1000,26,Left foot,77,71,Index finger,August,Winter,Yes,Yes,Rice/Noodle dishes,Water,Art,6,10,3,Yes - broadband connection,Text messaging,190,220,12,,12,7,7,1,21,21,21,15,13.75,10,Some,Graduate degree,Other,Freeze time,Healthy,Friend,Environment
USA,CA,2015,5,Male,10,Right-Handed,79,240,152,2,Car,5,0.323,60,Football (American),813,807,1000,636,348,289,240,Same length,60,80,Ring finger,August,Fall,No,No,Salads,Water,Mathematics and statistics,8,10,5,Yes - other,Text messaging,6,4,1,1,1,7,2,2,2,0,2,1,0,3,Some,Some college,Classical,,,Relative,"Wildlife, animals"
USA,CA,2015,6,Female,11,Right-Handed,152,22,142,3,Car,5,0.581,53,Soccer,1000,1000,1000,1000,0,0,24,,7,7,Index finger,July,Spring,Yes,No,No favorite,Sports drink,History,8,9,3,Yes - broadband connection,In person,2,2,10,0,5,7,5,0,0,0,1,2,3,5,A lot,Other,Pop,Freeze time,Happy,Politician,"Arts, culture, sports"
USA,CA,2014,12,Male,17,Left-Handed,177.8,28,175,1,Car,5,0.745,56,Athletics,800,600,1000,850,1000,1000,27,Right foot,80,,Ring finger,May,Summer,No,No,Seafood,Water,Science,6,8,4,Yes - broadband connection,Text messaging,60,60,10,0.5,8,4,10,6,2,6,16,2,0,1,Some,Graduate degree,Techno/Electronic,Super strength,Happy,Teacher,Health
USA,CA,2017,11,Female,15,Right-Handed,168,25,170,2,Car,10,0.314,47,Basketball,850,750,658,278,1000,1000,25,Same length,82,84,Ring finger,December,Winter,Yes,No,Fruit,Water,Geography,7,9,4,Yes - broadband connection,In person,100,300,5,1,30,1,8,0,4,4,60,4,0,30,A lot,Graduate degree,Pop,Freeze time,Happy,Business person,International aid
USA,CA,2019,12,Female,18,Right-Handed,165,23.5,164,1,Car,25,0.7,,Skateboarding/Rollerblading,1000,900,800,800,500,600,23.5,Same length,,,Ring finger,August,Summer,No,No,Rice/Noodle dishes,Milk,Music,7,12,2,Yes - other,In person,3,5,5,6,10,2,0,0,7,7,20,4,4,6,A lot,Undergraduate degree,Other,Fly,Famous,Politician,Environment
USA,CA,2014,12,Female,17,Right-Handed,164,25,160,1,Car,5,0.813,52,Swimming,10,50,59,100,150,150,23,Right foot,71,64,Index finger,December,Winter,Yes,No,Vegetables,Soft drink (caffeinated),Mathematics and statistics,7,9,3,Yes - broadband connection,Text messaging,35,40,20,1,15,20,,0,,,,,0,,,Undergraduate degree,Pop,Telepathy,Happy,Relative,Health
USA,CA,2018,12,Male,17,Right-Handed,173,26,177,2,Car,20,0.307,33,Golf,800,700,650,700,600,400,27,Left foot,95,91,Index finger,July,Summer,No,No,Meat,Water,Computers and technology,5,9,3,Yes - broadband connection,In person,0,0,10,0,,15,12,0,1,2,18,0,0,7,Some,Undergraduate degree,Classical,Freeze time,Rich,Other,Environment
USA,CA,2012,12,Male,17,Right-Handed,175,25,166,4,Car,15,0.278,44,Athletics,900,800,750,1000,999,999,166,Same length,800,850,Ring finger,October,Winter,Yes,No,No favorite,Tea,Science,5,6,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,50,10,0,50,10,12,3,9,5,42,2,0,0,A lot,Graduate degree,Pop,Telepathy,Rich,Doctor or nurse,International aid
USA,CA,2018,12,Male,16,Right-Handed,182,25,71,1,Rail (Train/Tram/Subway),45,0.414,29,Dancing,965,857,1000,982,500,450,25,Same length,30,34,Ring finger,August,Winter,No,No,Fruit,Water,Other,4,12,3,Yes - broadband connection,In person,15,45,5,0,17,3,0,0,8,1,24,12,0,3,A lot,Undergraduate degree,Rock and roll,Freeze time,Happy,Other,Education/Youth development
USA,CA,2014,12,Female,17,Right-Handed,171,24,178,2,Car,30,0.6,44,Cycling,1000,1000,1000,1000,1000,1000,24,Same length,12.6,8.4,Index finger,November,Fall,No,No,Desserts,Water,English,7,10,5,Yes - broadband connection,Text messaging,500,550,20,5,24,5,5,0,5,5,0,5,0,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Religious figure,Religious
USA,CA,2019,12,Male,17,Right-Handed,180.3,26,176,1,Car,5,0.308,58,Lacrosse,471,455,561,695,797,840,25,Right foot,80,80,Same length,July,Winter,Yes,No,Meat,Water,Science,7,10,6,Yes - broadband connection,Text messaging,50,50,20,1,3,3,10,20,1,3,0,1,8,1,Very little,Some college,Country,Super strength,Rich,Coach or club leader,Health
USA,CA,2019,12,Male,16,Right-Handed,173.6,22.7,177.5,2,Car,7,0.29,27,Tennis,481,540,850,845,487,540,22.7,Same length,69,70.5,Ring finger,November,Winter,No,No,Poultry,Water,Science,7,10,5,Yes - broadband connection,Internet chat or instant messaging,66,85,13,1,8,18,10,10,3,2,14,0,13,7,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2017,10,Female,15,Right-Handed,65,30,61,2,Bus,30,0.678,68,Dancing,182,1000,497,294,1000,1000,29,Right foot,11,9.7,Index finger,October,Summer,No,No,Pizza/Pasta,Water,Languages,7,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,100,3,2,1,1,0,0,24,24,2,3,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Famous,Friend,Health
USA,CA,2015,6,Male,11,Right-Handed,12.4,2.4,16.1,1,Car,5,0.48,75,Martial Arts,600,557,701,691,900,899,23.5,Same length,7,8,Ring finger,,Summer,No,No,Seafood,Water,Computers and technology,9,7.5,2,Yes - broadband connection,Other,1,0,2,0,0.5,8,1,3,1,0,5,2,0,0.5,Very little,Other,Techno/Electronic,Fly,Happy,Relative,Health
USA,CA,2016,11,Female,16,Right-Handed,165,22,170,2,Walk,13,0.326,36,Walking/Hiking,825,825,600,600,800,850,22,Same length,75,75,Same length,November,Spring,No,No,No favorite,Water,Music,8,9,8,Yes - other,Internet chat or instant messaging,30,30,10,1,14,15,3,2,10,8,20,5,0,,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Health
USA,CA,2016,12,Male,18,Left-Handed,1823,28,,1,Car,6,0.68,36,Other,700,800,800,650,500,500,28,Left foot,,,Ring finger,July,Summer,No,No,Meat,Water,History,7,9,5,Yes - broadband connection,Text messaging,50,50,,,,,,,,,,,,,A lot,Graduate degree,Rock and roll,Fly,Happy,Religious figure,Religious
USA,CA,2014,12,Male,17,Right-Handed,188,28,180,1,Car,7,0.749,39,Basketball,0,0,100,100,100,100,28,Same length,85,85,Same length,April,Winter,No,No,Meat,Water,Mathematics and statistics,8,10,3,Yes - other,Internet chat or instant messaging,6,2,2,0,10,5,3,0,7,3,8,1,0,0,Some,Graduate degree,Techno/Electronic,Fly,Happy,Doctor or nurse,Health
USA,CA,2013,12,Female,17,Right-Handed,170,24.6,168,2,Car,2,0.4,50,Baseball/Softball,500,600,1000,800,600,600,24,Right foot,74,6,Ring finger,July,Fall,Yes,No,Meat,Water,Mathematics and statistics,6.5,8,3,Yes - other,Text messaging,300,305,1,2,5,1,5,0,2,3,1,0,30,6,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,,Health
USA,CA,2018,12,Male,17,Right-Handed,167,23,171,2,Car,15,0.367,37,Swimming,800,650,900,900,450,750,22,Right foot,72,81,Ring finger,December,Spring,No,No,Rice/Noodle dishes,Water,History,8,7,3,Yes - broadband connection,In person,1,2,3,1,15,4,8,3,3,1,19,1,0,6,Some,Graduate degree,Jazz,Freeze time,Happy,Business person,International aid
USA,CA,2018,12,Female,17,Right-Handed,172,25,176,2,Car,10,0.501,59,Running/Jogging,900,600,1000,1000,800,900,25,Same length,80,85,Ring finger,August,Fall,No,No,Meat,Water,English,5,8,3,Yes - broadband connection,Text messaging,30,35,8,9,6,2,3,0,5,6,8,15,8,3,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,Health
USA,CA,2013,12,Female,17,Right-Handed,165,23,162,1,Car,5,1.333,87,Dancing,600,1000,1000,1000,500,500,23,Same length,76,76,Same length,May,Summer,Yes,No,Desserts,Soft drink (caffeinated),Physical education,6,8,3,Yes - broadband connection,Text messaging,10,50,30,10,20,40,14,0,4,50,10,15,10,5,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,International aid
USA,CA,2015,6,Female,12,Right-Handed,153,24,152,3,Car,3,,,Other,,,,,,,23,Right foot,3,3,Ring finger,July,Summer,No,No,Seafood,Water,Science,9,12,4,Yes - other,Internet chat or instant messaging,30,50,,,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Female,17,Right-Handed,170,25,180,2,Car,15,1.663,58,Other,995,920,1000,989,444,278,26,Left foot,80,70,Index finger,September,Winter,No,No,Pizza/Pasta,Juice,English,7,10,3,Yes - broadband connection,Text messaging,25,19,30,3,42,12,2,0,21,14,100,28,3,14,A lot,Other,Techno/Electronic,Freeze time,Happy,Friend,International aid
USA,CA,2015,12,Male,17,Right-Handed,190,32,190,1,Car,27,0.376,41,Other,500,100,600,600,400,400,31,Right foot,88,85,Index finger,January,Summer,Yes,No,Meat,Water,Science,7,10,4,Yes - broadband connection,In person,200,200,20,1,10,5,10,3,5,5,5,5,5,5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,CA,2019,12,Female,17,Right-Handed,165,25.5,166,3,Walk,17,0.489,45,Golf,1000,1000,1000,1000,0,0,25.5,Left foot,78,73,Index finger,September,Summer,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,9,3,Yes - broadband connection,Cell phone,20,27,10,5,26,19,21,0,20,10,40,0,0,20,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Sports person,"Wildlife, animals"
USA,CA,2014,12,Female,17,Right-Handed,161.3,20.32,160,1,Car,30,0.345,46,Tennis,1000,900,900,900,700,800,22.5,Left foot,85,80,Index finger,September,Summer,No,No,Salads,Water,English,7.5,9,4,Yes - broadband connection,Cell phone,170,185,30,4,30,14,6,0,7,20,20,20,0,5,A lot,Graduate degree,Other,Telepathy,Healthy,Relative,Education/Youth development
USA,CA,2014,6,Male,11,Right-Handed,155,25.5,153,1,Car,5,0.41,42,Martial Arts,500,500,500,500,1000,1000,25.5,Same length,65,70,Ring finger,October,Fall,No,No,Meat,Milk,Science,8,9,4,Yes - broadband connection,In person,2,8,7,1,12,5,1,10,0,1,10,1,0,1,A lot,Other,Jazz,Freeze time,Happy,Politician,"Wildlife, animals"
USA,CA,2020,11,Male,16,Right-Handed,186,27,191,1,Bus,40,0.306,40,None,86,193,96,32,455,1000,27,,9,10,Ring finger,August,Fall,No,No,Pizza/Pasta,Water,Computers and technology,5,5,6,Yes - broadband connection,Other,500,1000,0,46,4,3,0,46,4,0,46,0,0,2,None,Some college,Other,Invisibility,Rich,Community leader or elder,"Arts, culture, sports"
USA,CA,2016,12,Female,17,Right-Handed,158,21,165,2,Car,5,0.362,41,Swimming,636,770,936,829,401,406,21,Same length,60,70,Ring finger,March,Summer,Yes,No,Meat,Water,Science,6,10,5,Yes - broadband connection,Cell phone,30,4,30,3,20,100,10,0,150,150,150,75,0,60,A lot,Other,Rhythm and blues (R&B),Super strength,Happy,Relative,International aid
USA,CA,2017,12,Female,17,Right-Handed,158.5,13.97,157.3,3,Car,15,0.437,40,Dancing,500,900,,,,,14,Left foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2011,12,Female,17,Left-Handed,153,11,128,1,Car,10,0.312,36,Other,642,722,561,,947,947,18,Same length,40,38,Index finger,August,Fall,No,Yes,Seafood,Water,Mathematics and statistics,7.5,10,6,Yes - broadband connection,In person,35,40,6,3,10,3,0,0,0,3,7,3,24,2,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,Environment
USA,CA,2015,11,Male,17,Right-Handed,180,30,176,2,Walk,20,0.625,20,Basketball,1000,999,998,997,100,80,30,Same length,8,8,Same length,April,Fall,Yes,No,Pizza/Pasta,Water,Science,8,9,4,No internet connection,Text messaging,1000,600,7,5,15,7,0,0,12,12,12,12,0,2,Some,Some college,Reggae,Super strength,Happy,Musician or singer,"Wildlife, animals"
USA,CA,2014,7,Female,12,Left-Handed,151.5,23,151,1,Bicycle,25,0.638,42,Soccer,850,583,706,594,326,326,23,Same length,70,70,Same length,August,Winter,No,Yes,Pizza/Pasta,Water,Other,8,8,5,Yes - broadband connection,E-mail,0,0,,,,,,,,,,,,,,,,,,,
USA,CA,2016,4,Male,7,Right-Handed,120,20,120,1,Car,20,0.883,69,Basketball,1000,200,900,300,100,100,18.5,Right foot,60,57,Index finger,August,Summer,Yes,No,Meat,Milk,Mathematics and statistics,10,9,4,Yes - broadband connection,In person,0,0,3,0,3,30,3,1,0,0,2,8,0,1,Some,Undergraduate degree,Pop,Telepathy,Healthy,Sports person,Environment
USA,CA,2018,12,Male,17,Left-Handed,164,27,156,1,Bus,45,0.362,45,Swimming,800,450,470,600,900,1000,27,Same length,80,75,Index finger,December,Fall,No,No,Rice/Noodle dishes,Water,Computers and technology,4,9,4,Yes - broadband connection,Text messaging,15,8,5,1,2,10,0,30,30,0,30,3,0,1,Very little,Graduate degree,Rap/Hip hop,Freeze time,Rich,Actor,Health
USA,CA,2019,11,Male,16,Right-Handed,161,23,154,2,Car,15,0.361,41,Soccer,830,650,700,870,980,1000,24,Left foot,65,70,Ring finger,June,Summer,No,No,Meat,Juice,History,9,8,4,Yes - broadband connection,In person,10,8,30,8,18,8,12,16,28,0,28,16,0,15,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Sports person,Education/Youth development
USA,CA,2015,12,Male,17,Right-Handed,177.8,26.5,66,1,Car,30,0.37,79,Other,999,999,999,999,1000,1000,26,Left foot,,,Same length,August,Winter,Yes,No,Other,Other,Science,4,6,2,,,100,600,80,1,8,0,40,60,0,160,80,0,0,1,Some,Graduate degree,Pop,Freeze time,Happy,Friend,Environment
USA,CA,2019,7,Male,12,Right-Handed,176,27,168,1,Walk,2,0.379,34,Soccer,900,500,500,100,1000,1000,26,Right foot,8,8,Same length,July,Winter,Yes,No,Desserts,Milk,Geography,10,7,3,Yes - broadband connection,Text messaging,5,20,5,1,15,12,2,10,0,2,24,24,0,2,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Health
USA,CA,2015,7,Male,12,Right-Handed,171,26,178,2,Other,21,0.697,69,Basketball,700,455,900,800,10000,10000,26,Same length,7,7,Same length,August,Summer,No,No,Other,Water,History,8,12,6,Yes - broadband connection,In person,0,0,2,0,1,5,2,2,1,0,2,0,5,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Friend,Other
USA,CA,2018,12,Female,16,Right-Handed,153,22,153,2,Car,15,0.51,35,Walking/Hiking,1000,650,550,600,700,1000,22,Same length,48,46,Index finger,November,Fall,No,Yes,Fruit,Water,English,3,7,2,Yes - broadband connection,Internet chat or instant messaging,100,500,15,0,22,1,0,0,2,20,30,6,0,10,A lot,Graduate degree,Other,Freeze time,Happy,Friend,Environment
USA,CA,2016,4,Female,16,Right-Handed,170,24,160,2,Car,15,0.484,45,Running/Jogging,900,900,1000,800,400,800,24,Same length,60,50,Index finger,October,Fall,Yes,Yes,Salads,Tea,Science,6,8,4,Yes - broadband connection,In person,100,150,10,0,20,3,8,6,6,2,5,0,0,4,A lot,Graduate degree,Punk rock,Fly,Happy,Doctor or nurse,International aid
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2014,12,Male,17,Right-Handed,188,,,1,Car,15,0.677,51,Basketball,500,500,500,500,800,900,,Left foot,80,70,Index finger,April,Summer,No,No,Meat,Milk,History,7,10,4,Yes - broadband connection,Text messaging,15,40,5,2,8,5,14,5,7,14,14,4,1,3,Some,Graduate degree,Rock and roll,Freeze time,Happy,Sports person,Health
USA,CA,2018,8,Female,21,Right-Handed,168,25,168,2,Car,120,0.503,55,Walking/Hiking,950,800,920,900,990,995,25,Same length,70,70,Same length,August,Fall,No,No,Pizza/Pasta,Coffee,Mathematics and statistics,7,8,7,Yes - broadband connection,Text messaging,150,149,5,1,8,15,2,0,14,20,20,10,21,10,Some,Graduate degree,Rock and roll,Freeze time,Happy,Musician or singer,Education/Youth development
USA,CA,2018,12,Male,16,Right-Handed,172,26,172,2,Car,10,0.311,24,Table Tennis,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
